FID,the_geom,Id,Legenda,Classe,Textura,Solos,CLAS_SOLO
mapa_exploratorio_solos_pernambuco_wgs84.256,"MULTIPOLYGON (((-36.39585409322181 -9.156427054163757, -36.39863922304714 -9.158941325578533, -36.4047290711915 -9.162073158432536, -36.40846997866009 -9.163552084497242, -36.41203689182821 -9.16407407114313, -36.413602854060755 -9.16407408001008, -36.416212793623885 -9.162421200937363, -36.41821374916642 -9.159898374221642, -36.41969271819276 -9.156766583592425, -36.42169367340612 -9.15441774555959, -36.42430361154156 -9.15363481038246, -36.42691354953422 -9.152938869594873, -36.4315244367528 -9.153895833973262, -36.435265342988004 -9.156244704362116, -36.43770127927186 -9.159637500673993, -36.43858209032287 -9.161619257817108, -36.440920199095444 -9.161377407379954, -36.441355188600504 -9.161377409834198, -36.44718404931995 -9.160420503953524, -36.450576969032795 -9.159289595409133, -36.45518786185124 -9.156331810438335, -36.45988575390515 -9.15233009244822, -36.4625826951434 -9.147632407534749, -36.46493164530146 -9.142499748291037, -36.4672805930387 -9.139106977796986, -36.469808416301056 -9.137670786404346, -36.46832457255372 -9.135540211177405, -36.461451749420206 -9.127884662772487, -36.456057883298556 -9.125622778275332, -36.44727109661037 -9.125448742188619, -36.42543462690009 -9.124926658353615, -36.40664308449893 -9.123708635769313, -36.39916126610732 -9.123621601267677, -36.39289741623239 -9.124752494874024, -36.38906950500241 -9.12727531179754, -36.385067594815744 -9.131712004279311, -36.38332762988237 -9.13606171443717, -36.383066629676705 -9.140063455027082, -36.38306662868375 -9.140672415768178, -36.38376260844337 -9.142760284995845, -36.38619854218944 -9.147284006868205, -36.39237538326754 -9.153286654504068, -36.39585409322181 -9.156427054163757)))",0,PL9,PL,,Associacao de: PLANOSOL SOLODICO...,PL - Associacao de: PLANOSOL SOLODICO...
mapa_exploratorio_solos_pernambuco_wgs84.257,"MULTIPOLYGON (((-36.39585409322181 -9.156427054163757, -36.39281036873056 -9.155809494472233, -36.385154554010256 -9.155548468418331, -36.37758573648538 -9.155722414821321, -36.3708868956182 -9.157288276215521, -36.36974342859548 -9.157595041094693, -36.370657288470845 -9.159536926869839, -36.37371121933583 -9.166441230388557, -36.3746406966007 -9.173876570362577, -36.37557018577049 -9.185427895369283, -36.375702983189974 -9.192464906969478, -36.37490631756314 -9.198705269552056, -36.37318019770473 -9.207866648276465, -36.37185241417877 -9.215434743611308, -36.37132130968444 -9.222206201765136, -36.37132132092494 -9.22688902295566, -36.37477996366995 -9.22826051319869, -36.38057858334249 -9.229481261617188, -36.38759796143945 -9.229481317425432, -36.39528875484414 -9.22819964018847, -36.40169774703116 -9.226368635588255, -36.41231835980882 -9.222584536510041, -36.42281689115379 -9.217396623494302, -36.430690789861714 -9.213856638770919, -36.436428363205245 -9.212574940850757, -36.442288013482184 -9.211598419613152, -36.44741521023209 -9.211598457058344, -36.45138268870453 -9.213002297589867, -36.46011114817243 -9.217885186125898, -36.47378370940049 -9.227467836613808, -36.48190180762185 -9.236684238789113, -36.48562515259202 -9.242482628629075, -36.49179002774661 -9.24986796083739, -36.495424609875236 -9.25630265992803, -36.49485921865116 -9.249415800572004, -36.4898132249383 -9.221229661007241, -36.48868222332995 -9.214009140451548, -36.48937818932742 -9.209485451277823, -36.490683147671746 -9.20670164868938, -36.4956420185161 -9.20365688908381, -36.50068789314245 -9.201569065838385, -36.50442880833844 -9.199655225654526, -36.5071257452681 -9.197741376557317, -36.5083437090454 -9.19487057920632, -36.50895268271873 -9.191303823395964, -36.5082566854638 -9.18834601602719, -36.505211735972566 -9.185388189635889, -36.50094881090875 -9.182430353688822, -36.49503294308651 -9.18103840859439, -36.487638120029914 -9.181038362768577, -36.48137427552813 -9.182517223588247, -36.475023434163035 -9.184344059493961, -36.46719362811026 -9.18625787917139, -36.45701488131149 -9.189215610835848, -36.451621010113485 -9.189302569815904, -36.447015941226425 -9.189051365744927, -36.44578423139918 -9.190678907740416, -36.43960453459528 -9.196954856692015, -36.42705201071665 -9.20593426012312, -36.42367247686171 -9.205837682506996, -36.4213550774412 -9.204196254536692, -36.42058260358765 -9.201203086985865, -36.420389476886456 -9.197727155472881, -36.4221275025396 -9.191161520993859, -36.42473455296065 -9.185368320235284, -36.428789973736336 -9.17947857363681, -36.436128363968216 -9.172333647045608, -36.43752107562554 -9.17024467245919, -36.43735328013494 -9.16772797563113, -36.437788270637796 -9.164161211382487, -36.4383972595897 -9.161638376428378, -36.43858209032287 -9.161619257817108, -36.43770127927186 -9.159637500673993, -36.435265342988004 -9.156244704362116, -36.4315244367528 -9.153895833973262, -36.42691354953422 -9.152938869594873, -36.42430361154156 -9.15363481038246, -36.42169367340612 -9.15441774555959, -36.41969271819276 -9.156766583592425, -36.41821374916642 -9.159898374221642, -36.416212793623885 -9.162421200937363, -36.413602854060755 -9.16407408001008, -36.41203689182821 -9.16407407114313, -36.40846997866009 -9.163552084497242, -36.4047290711915 -9.162073158432536, -36.39863922304714 -9.158941325578533, -36.39585409322181 -9.156427054163757)))",0,PE13,PE,,Associacao de: PODZOLICO VERMELHO AMARELO EQUIVALENTE EUTROFICO...,PE - Associacao de: PODZOLICO VERMELHO AMARELO EQUIVALENTE EUTROFICO...
mapa_exploratorio_solos_pernambuco_wgs84.258,"MULTIPOLYGON (((-36.27416611466702 -9.157271377563637, -36.27437204961947 -9.15715370819245, -36.28010964396518 -9.158069297534833, -36.28499270003957 -9.159961445722432, -36.28871602717098 -9.162647043545086, -36.29127962844394 -9.164966417245745, -36.293782193600734 -9.166553365088788, -36.29762760526797 -9.167346862709572, -36.30312105075129 -9.167591059773963, -36.307088542232854 -9.169483187746064, -36.31001838501635 -9.172473935792711, -36.313985875544496 -9.173755712416112, -36.31740402002513 -9.174182992536288, -36.32277539074917 -9.175281677857235, -36.32729223101114 -9.179249000798851, -36.32942857945065 -9.183765614451296, -36.33040519767363 -9.186756340532511, -36.33217531689758 -9.191456054940767, -36.3327797842916 -9.192754471627593, -36.33460839585182 -9.187911354816293, -36.34082617009498 -9.170349672341295, -36.34213518831392 -9.159441717101943, -36.34126252494684 -9.153005997317713, -36.339844438355904 -9.147442913896526, -36.33657191471426 -9.143734178859491, -36.33111769585292 -9.14035266311932, -36.32555437669517 -9.138825491543022, -36.318682037786814 -9.138825426097045, -36.311809696676036 -9.139807079189502, -36.3041737596853 -9.141770442885242, -36.292392598761836 -9.14471548359707, -36.285520252630114 -9.147006091770315, -36.27821156260638 -9.150714731208224, -36.27504809342054 -9.154314330710337, -36.27416611466702 -9.157271377563637)))",0,LVd3,LVd,,LATOSOL VERMELHO AMARELO DISTROFICO,LVd - LATOSOL VERMELHO AMARELO DISTROFICO
mapa_exploratorio_solos_pernambuco_wgs84.259,"MULTIPOLYGON (((-36.21357010245632 -9.05498058690146, -36.219376969797544 -9.0614497562007, -36.231401433091676 -9.07457244402093, -36.24428045852601 -9.081896787323725, -36.25337512807332 -9.087084866973198, -36.25728155290562 -9.09257808411719, -36.26381260366453 -9.103381405097496, -36.2668034548262 -9.109851184557753, -36.26747484788984 -9.118457184216137, -36.267150196280774 -9.121939529559857, -36.27003029866483 -9.120499572647933, -36.279411591404454 -9.117663583848403, -36.28726570007834 -9.113845862189063, -36.293265370251135 -9.109155484452469, -36.297410603246746 -9.103156131779947, -36.29850146417475 -9.097483991691744, -36.29828330753398 -9.09246631935243, -36.29588346117379 -9.086357831743971, -36.287374891824925 -9.074904389191147, -36.27897540024388 -9.067159664070353, -36.26817604542803 -9.06116020070999, -36.261303729406 -9.05756052173008, -36.25824936535193 -9.056469703312047, -36.248868109556675 -9.051888292089718, -36.24035952697171 -9.048615844650136, -36.23675973795054 -9.048397660755636, -36.232396353366404 -9.049161187916148, -36.223342327036434 -9.051451796252469, -36.215379143060396 -9.054287808652356, -36.21357010245632 -9.05498058690146)))",0,LVd3,LVd,,LATOSOL VERMELHO AMARELO DISTROFICO,LVd - LATOSOL VERMELHO AMARELO DISTROFICO
mapa_exploratorio_solos_pernambuco_wgs84.315,"MULTIPOLYGON (((-38.26572790687272 -8.24861180318181, -38.26861172188162 -8.254075686957659, -38.272557997109814 -8.259843121978946, -38.27711139244153 -8.266369429320786, -38.28371382002439 -8.271377998896453, -38.29357952119178 -8.27297165628617, -38.2971463527796 -8.271378037088294, -38.29782936394303 -8.269253200070226, -38.296918685167334 -8.266445374490427, -38.293958976326884 -8.263485768493855, -38.29107515776396 -8.260450275304494, -38.28811544984453 -8.256731797504397, -38.283789725039554 -8.248839523145891, -38.27931222000432 -8.242540876812258, -38.27597306436857 -8.237608201854759, -38.27217856663381 -8.235938671731569, -38.26830817776848 -8.235786884022904, -38.265803807533395 -8.236773408264062, -38.26512079611447 -8.238518810342322, -38.26474134196418 -8.24314792518827, -38.26572790687272 -8.24861180318181)))",0,Re10,Re,Arenosa e ou Media,Associacao de: SOLOS LITOLICOS EUTROFICOS...,Re - Associacao de: SOLOS LITOLICOS EUTROFICOS...
mapa_exploratorio_solos_pernambuco_wgs84.260,"MULTIPOLYGON (((-35.80125791221783 -8.593808983241075, -35.80090157162279 -8.597473901576167, -35.79827739372821 -8.609019670359137, -35.79397377854904 -8.620880321876738, -35.79029997287654 -8.628857396962593, -35.78578644655676 -8.637779126366226, -35.77875374724008 -8.651843973616677, -35.778886156822615 -8.651971761133074, -35.78778067818016 -8.660555799334421, -35.79512817959228 -8.66727334960607, -35.80342038074184 -8.675145469908458, -35.810138111427854 -8.681967972986694, -35.81643598141579 -8.689315282447925, -35.821369309878584 -8.696452667177601, -35.82798207103185 -8.704114860063532, -35.83113100530052 -8.707263706568328, -35.837848767394284 -8.712406832095688, -35.84362185798236 -8.715870575118904, -35.848660187668884 -8.720488891780041, -35.85632264189729 -8.729200710516455, -35.86440495658429 -8.737177798684996, -35.877315657392806 -8.75155754244522, -35.886762509345985 -8.761214011917344, -35.89316536937672 -8.769191091094056, -35.89914836467259 -8.777692975271087, -35.89988311800032 -8.778847551902164, -35.90649590516522 -8.786509744825075, -35.91541791938392 -8.795956283720189, -35.924864757388306 -8.805087937425556, -35.936410893346356 -8.814849360246289, -35.952260593672854 -8.825345515447633, -35.96317694554956 -8.831223363239104, -35.978501827852504 -8.839410352098115, -35.98763376952722 -8.846442755506525, -35.9954011601822 -8.853895000569176, -36.0001245732273 -8.858618254898877, -36.00831188977201 -8.865545735171997, -36.01278967337594 -8.86805869305107, -36.0185985307066 -8.871318657260321, -36.0287802189056 -8.873732824525929, -36.042005925968766 -8.874467633049415, -36.05617633571749 -8.872473458184325, -36.066463007209926 -8.869744531242231, -36.080318522966984 -8.866070974976402, -36.09679818694926 -8.862082550012358, -36.11033880571661 -8.857254416876613, -36.120625475612165 -8.853895719989268, -36.12891778803761 -8.852216389902633, -36.13742002898022 -8.85179659528173, -36.14697192351778 -8.853790914761483, -36.15148544959546 -8.857674506646326, -36.151800338389066 -8.861663034919996, -36.149281142754724 -8.867435886846446, -36.14245834663485 -8.87163429408075, -36.13364119580389 -8.876252533391607, -36.12136015507783 -8.885698965399754, -36.11716150474362 -8.89021227037795, -36.11558700581111 -8.893780940855423, -36.11537706277411 -8.897979386969105, -36.116426713972096 -8.90123319040194, -36.11947071810546 -8.90480189020302, -36.1260835673731 -8.907845807141346, -36.1336411184348 -8.907845855637705, -36.143297995393276 -8.905221887285295, -36.15410949877836 -8.90207311970392, -36.16009256376648 -8.900183855656884, -36.16576072770896 -8.899659085457206, -36.17751684071375 -8.900393869189784, -36.1878034355693 -8.900708799912612, -36.19672548455542 -8.89965922803862, -36.20690712230831 -8.895145939752808, -36.214884488389316 -8.890947524630157, -36.22307178283963 -8.887693761439929, -36.22989452430396 -8.887378907952963, -36.23619243744466 -8.88853351027745, -36.24102083513322 -8.891262525705736, -36.24228041252727 -8.895460983531901, -36.24186054447966 -8.900709046834278, -36.238711575164366 -8.90910593654212, -36.234093090681306 -8.91802762534738, -36.23157391369821 -8.925164981495458, -36.231154043893554 -8.931147773260202, -36.23146893825431 -8.932197387727285, -36.233463275091495 -8.934821429792187, -36.23850160700175 -8.936500835116771, -36.24312007983358 -8.936710780261475, -36.24973289586752 -8.934926470248095, -36.25477123199325 -8.933352075024862, -36.26211880666708 -8.929783425708015, -36.27188058458908 -8.924115560869515, -36.27691892126059 -8.921071706164545, -36.2842664926946 -8.919182436858959, -36.2883621706626 -8.919694396843603, -36.28825919993218 -8.916553823360035, -36.28699103045257 -8.911904021736824, -36.28286947430585 -8.903449828892755, -36.276951339587065 -8.89541833719693, -36.264903706282915 -8.883476764353931, -36.25496969285168 -8.875445257480765, -36.24440159302509 -8.868576197766341, -36.24356063453534 -8.86788620196084, -36.24308666776102 -8.867824380476156, -36.2373403250069 -8.864360933445747, -36.22962605842788 -8.858929624934929, -36.22458817431267 -8.852868615180467, -36.21884183876545 -8.845784319319472, -36.21579227457197 -8.84048787849484, -36.21435497825171 -8.837991602067564, -36.20971068329071 -8.829175598478693, -36.20624713781961 -8.823823020469987, -36.200815664463406 -8.819336290089915, -36.19632879320355 -8.817447131299447, -36.1910547503874 -8.816345111001205, -36.18696146235429 -8.816659950901897, -36.182553304674585 -8.818627787572204, -36.1795620523351 -8.823114484390286, -36.176413365873636 -8.827837323375233, -36.17413056896281 -8.830434882708985, -36.17121803634575 -8.832087869230055, -36.16783320205361 -8.832874997727616, -36.16515681256525 -8.832638842006439, -36.160512475636516 -8.831143245611463, -36.155710705780315 -8.827758507666358, -36.15185355060039 -8.821776206831593, -36.146185905782204 -8.80532490845714, -36.14447553433874 -8.801697876271795, -36.141620301673235 -8.795643037627034, -36.13839289293183 -8.789031027991806, -36.13335498470233 -8.781317010188886, -36.129104248185406 -8.7765941360986, -36.124459923498804 -8.77289454451497, -36.11792638004864 -8.769431085588517, -36.103914686717204 -8.76274030607469, -36.09336656313881 -8.756994115933935, -36.084628940006475 -8.752507362615257, -36.07809540509312 -8.7485716203823, -36.0715618755641 -8.743376451952145, -36.06392631436556 -8.735190140434648, -36.058179962071456 -8.730231119454237, -36.05196130555184 -8.725665667163081, -36.04220037775499 -8.718896201339332, -36.033620202081586 -8.71488173707187, -36.02740154001203 -8.712835138390156, -36.02008083218116 -8.711575675692597, -36.013232428158084 -8.710473643718247, -36.00847547685639 -8.710473620015927, -36.00843067009431 -8.710473619792669, -36.00638400403412 -8.713543460494728, -36.00150350442526 -8.718266283483171, -35.99693788867361 -8.721099976389416, -35.99197869466311 -8.72306781724228, -35.988593850118384 -8.72401237845509, -35.98150930187555 -8.723933646855015, -35.97166965989458 -8.721965768898867, -35.96427025418142 -8.71921075508258, -35.957028277433814 -8.71755773945671, -35.94844810523972 -8.716455719316729, -35.94152098906402 -8.716691844171638, -35.93569590922927 -8.718187398750798, -35.927824175322364 -8.721572088875469, -35.9208183298198 -8.725507781086616, -35.915071967511885 -8.72739690778854, -35.907515118457084 -8.72668846160638, -35.90027314382272 -8.72409087498564, -35.8917717040553 -8.717715002258469, -35.88586792883778 -8.711968848871763, -35.88382128984176 -8.708741560253475, -35.88232567744288 -8.703231560346849, -35.88051519593034 -8.69764284515231, -35.877760105060226 -8.692762555143698, -35.87547731885996 -8.687252552313966, -35.872249922293115 -8.682765831495718, -35.86933739503526 -8.677964254328911, -35.86910500419829 -8.677669524500399, -35.8661099963698 -8.673871104067665, -35.86248900906538 -8.670486380504057, -35.85729367253847 -8.66836107976684, -35.847454028210755 -8.664346620445459, -35.8385589965772 -8.660410877151614, -35.83478058103315 -8.657892007386184, -35.831474486332056 -8.654585999193129, -35.829821457053875 -8.650728995585517, -35.828798161820885 -8.64679327830702, -35.828325889911525 -8.64175556123356, -35.82832590331623 -8.639394131669317, -35.82911308447763 -8.637032703368805, -35.83265536822182 -8.632073707382883, -35.83706358398161 -8.623336431968253, -35.84194411378978 -8.613418444297084, -35.84666720108746 -8.60483859951216, -35.84910746037655 -8.600824177492502, -35.85162643189747 -8.597675613154856, -35.85390924422357 -8.595786477031337, -35.85894717164968 -8.592165634947694, -35.86335535297677 -8.589882934131944, -35.87201428368598 -8.584845246220308, -35.87720965411084 -8.579728832950211, -35.879020173459054 -8.575950552041133, -35.87949249077414 -8.573589124352957, -35.87917763387308 -8.571463837045163, -35.87815432186259 -8.56925983313779, -35.876107680620336 -8.567842968987016, -35.873510014762175 -8.56705581750658, -35.868708263577076 -8.566504801810419, -35.865165987133196 -8.566268647419177, -35.859026036197264 -8.566740913396938, -35.85343710350553 -8.567685467021885, -35.84918636784059 -8.56807902481828, -35.84469948260418 -8.568079010303137, -35.84115720707677 -8.56768542729043, -35.83808723847217 -8.566740845625969, -35.8368938435165 -8.566254661030753, -35.835254020070536 -8.568714276471153, -35.829879063771145 -8.572102688515015, -35.82380302831413 -8.577594262635143, -35.819362848870384 -8.58180057616363, -35.813637370338284 -8.58448793596394, -35.8101319669294 -8.587876356455784, -35.80697710048934 -8.591732147910465, -35.80288747460801 -8.59371845889702, -35.80125791221783 -8.593808983241075)))",0,PV6,PV,,Associacao de: PODZOLICO VERMELHO AMARELO...,PV - Associacao de: PODZOLICO VERMELHO AMARELO...
mapa_exploratorio_solos_pernambuco_wgs84.261,"MULTIPOLYGON (((-36.48702857000523 -8.893643754184504, -36.48810516567416 -8.897142563517301, -36.48918176155771 -8.901359076190454, -36.49088637079249 -8.904229898077002, -36.493488142134275 -8.90593445634518, -36.496179629370516 -8.906293321221538, -36.49869168390088 -8.905844768947002, -36.50210091395291 -8.903422552600173, -36.50470269966227 -8.899295789185402, -36.50757363489695 -8.893733621280662, -36.51080343693174 -8.888350882459283, -36.5152892743291 -8.884852129098261, -36.520133979025076 -8.882429934541538, -36.524350666778446 -8.881263713920813, -36.52838792151523 -8.881084333911883, -36.53188687667027 -8.882430068817694, -36.53592413349813 -8.884942079390642, -36.5427426126443 -8.889607235614934, -36.54857420709207 -8.893375251641949, -36.552790897903655 -8.895169562467528, -36.555392685735754 -8.896066723896137, -36.55790475552585 -8.895707901336609, -36.56059625761856 -8.894182810757458, -36.56221115648052 -8.891132584797614, -36.562211153526874 -8.888441192160416, -36.5613139830682 -8.886018928438663, -36.559160776359285 -8.882250954261254, -36.55664870102322 -8.876778428140822, -36.55620011561969 -8.875253300878278, -36.55620011415484 -8.873817891734916, -36.55709727672305 -8.868883682684043, -36.55925047402884 -8.864218626244758, -36.56831185668743 -8.856054832219325, -36.57073420676284 -8.854350308832728, -36.57961615656936 -8.84842933575741, -36.58329453873324 -8.845468840163887, -36.58419170285192 -8.84313630755343, -36.58320481562658 -8.840803755681998, -36.5812310452021 -8.839009472838635, -36.57791152563911 -8.838471160523996, -36.57046503753566 -8.838560798542, -36.56382600235333 -8.840803558882035, -36.55754583455048 -8.843853739659103, -36.55252170011233 -8.846455366949993, -36.54695926386176 -8.847890718241139, -36.5395127762004 -8.84968490152544, -36.53233543841814 -8.851479086815747, -36.52668328486998 -8.853183574398788, -36.52246659893103 -8.854798363609401, -36.51726302786184 -8.85497773447381, -36.51107257245892 -8.854887955983058, -36.505599850856484 -8.854349620456338, -36.49994769516933 -8.851568460277123, -36.496179613371396 -8.849953608017946, -36.493936707547626 -8.84842847674827, -36.48918174766386 -8.846634193616373, -36.48406792337097 -8.846454741171405, -36.47895409942494 -8.847890121400377, -36.47464772154841 -8.850312348107712, -36.46953389758098 -8.85246543195143, -36.46567610044769 -8.85381110599227, -36.46110057348814 -8.854887637578297, -36.45589703303599 -8.856681869474162, -36.44261903305158 -8.864127975365511, -36.43633889758397 -8.866011915118177, -36.4289821673432 -8.866639868214913, -36.42090770733295 -8.865922123406019, -36.41103892300424 -8.864307239800876, -36.40709140926491 -8.864127793701373, -36.40628396326055 -8.864217502532076, -36.404310206283114 -8.865114622043693, -36.404041057586724 -8.865383759550092, -36.40395134113221 -8.867447157182928, -36.40484850315699 -8.869331133917127, -36.407719421986464 -8.872740240956357, -36.41328182768324 -8.876239074454698, -36.41965167964933 -8.87857164342948, -36.42467578835247 -8.879558511219596, -36.43490343831403 -8.880096840407434, -36.44629739920034 -8.879379194226885, -36.45562788676899 -8.878482111852223, -36.46110057634281 -8.876329029006781, -36.46836759060668 -8.87588050106415, -36.47294311819331 -8.876149662980062, -36.47886438978839 -8.87928964534235, -36.482632472377524 -8.883865023508838, -36.48702857000523 -8.893643754184504)))",0,LVd12,LVd,,LATOSOL VERMELHO AMARELO DISTROFICO,LVd - LATOSOL VERMELHO AMARELO DISTROFICO
mapa_exploratorio_solos_pernambuco_wgs84.262,"MULTIPOLYGON (((-36.537840078982605 -8.686427851841957, -36.53619483845035 -8.688144526690976, -36.534835722823004 -8.690075789536657, -36.53340507275911 -8.69236469492071, -36.53154523573589 -8.694224425103947, -36.52875549116086 -8.695511918966519, -36.52381979961969 -8.696370224382544, -36.52188843743826 -8.697300081533355, -36.52081545908387 -8.69772924494598, -36.51831183060188 -8.700304255752085, -36.51688117866811 -8.702664688906731, -36.51580818049908 -8.705597353676065, -36.51573662078384 -8.709173783800114, -36.517024163862956 -8.712678696158333, -36.52024305653009 -8.717041967625095, -36.52510718092505 -8.721190667043164, -36.52789688807079 -8.725124764235128, -36.531902637242084 -8.728772757285013, -36.535050023188745 -8.73013182732459, -36.53562227544069 -8.73034641796629, -36.540414899202496 -8.73063257218004, -36.54449221031766 -8.730274962692448, -36.54907025247414 -8.72862984155812, -36.555794264518354 -8.724266648741505, -36.560229270955844 -8.718329805800558, -36.56273291407135 -8.713322819275914, -36.564235114804404 -8.708029709740414, -36.56351983022748 -8.703165754603921, -36.561016253078456 -8.698444843040834, -36.557797363285374 -8.69322322572761, -36.55536533476005 -8.686213398443586, -36.55350553651782 -8.682636951518454, -36.55128806402037 -8.68142094774877, -36.54885598871811 -8.681349400894101, -36.54542246588235 -8.681921604383447, -36.54105902282603 -8.683709787762963, -36.537840078982605 -8.686427851841957)))",0,Re9,Re,Arenosa e ou Media,Associacao de: SOLOS LITOLICOS EUTROFICOS...,Re - Associacao de: SOLOS LITOLICOS EUTROFICOS...
mapa_exploratorio_solos_pernambuco_wgs84.263,"MULTIPOLYGON (((-36.23660824871528 -8.649381708069786, -36.23798209074776 -8.643285722120867, -36.23894507894241 -8.634894836678708, -36.23935780877505 -8.628567282052071, -36.23853248167561 -8.62361527637596, -36.23509350773331 -8.61770036680071, -36.23179210662818 -8.610134790621277, -36.2289033977284 -8.601193660519193, -36.22436396652662 -8.591289631269127, -36.21542266926637 -8.570656238081762, -36.21431462089227 -8.568199306848292, -36.21154100028932 -8.56419305743104, -36.20735879493546 -8.55823355145196, -36.2003535991299 -8.548405592810058, -36.195439521990465 -8.539309512280703, -36.19198919774235 -8.534918294075643, -36.187597873090596 -8.529690651310181, -36.182370083888955 -8.526449496933468, -36.17567848681527 -8.526031245714707, -36.16762765547948 -8.526031195226759, -36.162399842149014 -8.52519474930821, -36.15675380573096 -8.523730988743708, -36.14891209730483 -8.520385275347534, -36.13291501611064 -8.512752875746896, -36.121413847018935 -8.507002440168057, -36.113363017270444 -8.504597696314555, -36.102175482420364 -8.503970326444353, -36.08921049662805 -8.501983767268069, -36.079591321721324 -8.499265358181592, -36.067358242860095 -8.495815069848893, -36.05784361813129 -8.49435129021766, -36.048224420971025 -8.495083109086053, -36.0379778687688 -8.497905970701517, -36.02741764609969 -8.500937935009906, -36.021144239114875 -8.504492683584377, -36.01915764577672 -8.50815200596166, -36.01957584509404 -8.512752311500451, -36.02250339861269 -8.517352629505616, -36.03515468746215 -8.523939490341991, -36.04811967103168 -8.526030601563072, -36.05606595565067 -8.526553402667082, -36.061921103523055 -8.528435373865383, -36.06526688695759 -8.531990170098112, -36.06673063675204 -8.538472422593262, -36.06714883011394 -8.543700041795047, -36.072062941349316 -8.550077758856157, -36.08168208428556 -8.557291917606124, -36.097574592052574 -8.567119915233455, -36.113048903196706 -8.572138502901643, -36.125491102012916 -8.573602296241315, -36.13793330050131 -8.575066089519078, -36.14922537858293 -8.57652987713386, -36.15602152810771 -8.578620956770358, -36.16051742117614 -8.583012176348419, -36.165640638769375 -8.589285340757494, -36.169509196107995 -8.592631036757643, -36.18132401225892 -8.597545064200187, -36.19334794763423 -8.601413568985022, -36.20453542365863 -8.606536695912256, -36.21049510155017 -8.609986955658368, -36.216454769139744 -8.614796394879045, -36.222205308464204 -8.621696878226885, -36.226387502206904 -8.628911009147483, -36.229419576049736 -8.636334237872298, -36.23192888830698 -8.641143656484264, -36.23569286503918 -8.647207709062515, -36.23660824871528 -8.649381708069786)))",0,REe2,REe,Arenosa,Associacao de: REGOSOL DISTROFICO...,REd - Associacao de: REGOSOL DISTROFICO...
mapa_exploratorio_solos_pernambuco_wgs84.273,"MULTIPOLYGON (((-36.43752107562554 -9.17024467245919, -36.436128363968216 -9.172333647045608, -36.428789973736336 -9.17947857363681, -36.42473455296065 -9.185368320235284, -36.4221275025396 -9.191161520993859, -36.420389476886456 -9.197727155472881, -36.42058260358765 -9.201203086985865, -36.4213550774412 -9.204196254536692, -36.42367247686171 -9.205837682506996, -36.42705201071665 -9.20593426012312, -36.43960453459528 -9.196954856692015, -36.44578423139918 -9.190678907740416, -36.447015941226425 -9.189051365744927, -36.44683612322738 -9.189041556769897, -36.44814108244316 -9.186170763511054, -36.453795924707386 -9.179559254887648, -36.4588417928766 -9.176427500975091, -36.464322656736 -9.175122623386535, -36.47345743747263 -9.175122678038809, -36.479808288647725 -9.176079651040029, -36.48006928271518 -9.17616664670274, -36.483810192971205 -9.17616666922551, -36.48816008456301 -9.175122766002943, -36.4906830178723 -9.173556886836622, -36.49172698117051 -9.17059909264132, -36.49137898066569 -9.168337243293784, -36.48833405016407 -9.16529242560427, -36.48224420027523 -9.162769551833769, -36.47763331263864 -9.161899581237867, -36.47380540498738 -9.161899559625532, -36.46693256868855 -9.163465420854916, -36.45988573710799 -9.164596308727917, -36.45379588421247 -9.164422285346042, -36.44883700233476 -9.165466190468331, -36.44274714785684 -9.16703205466106, -36.437527284400886 -9.170337795371779, -36.43752107562554 -9.17024467245919)))",0,Re3,Re,Arenosa e ou Media,Associacao de: SOLOS LITOLICOS EUTROFICOS...,Re - Associacao de: SOLOS LITOLICOS EUTROFICOS...
